Geneid,AK006F,AK007F,AK008F,AK010F,AK012F,AK014F,AK016F,AK017F,AK018F,AK019_20F,AK021_22F,AK029_30F,AK034F,AK098F,AK102F,AK117F,AK123F,AK133F,AK134F,AK135F,AK136F,AK137F,AK138F
ENSG00000152049,15,9,8,14,3,14,4,10,7,74,67,55,7,21,15,15,14,101,84,19,2,7,16
ENSG00000171951,22,3,2,9.04,0,50,21,10,29,101,75,91,16,46,13,44,14,39,53,8,5,9,24
ENSG00000152056,180,124,202,81,2,323,360,326,391,595.5,463.16,631,170,476.02,152.5,549,211,691.33,423,86,98,189,331.5
ENSG00000085449,303,327,442,102,15,570,696,715,755,1051,997,1008,365,899,251,817,273,1568,661,86,284,633,842
ENSG00000135900,278,311,494,187,12,940.5,931.5,1145,1218,1477,1770,1706,433,1328,374,1297,567,1657,1073,190.5,410,919,1519
ENSG00000135919,713.83,533.33,909.5,136.5,9,1614.83,1987.17,2134,2031.17,2008,1804.67,1900.67,909.83,2781,619.83,1765.83,462.17,3485.5,1628.33,172.17,765.67,1801,2020.83
ENSG00000124019,0,0.03,0,0,0,0,0,0,0.11,0.1,0,0.03,0,0,0,0.02,0,0,0,0,0,0,0.2
ENSG00000036257,372,363,613,169,13,1664,1582,1721.33,1701,1746,2074.25,2113,475,2165.5,344,2129,639,1921,878,161.67,421,929,1425
ENSG00000135905,108,152.5,279.5,77,8.5,573.5,737,892.5,907,635.5,613.5,747,338,872.25,134,653,212.5,536.5,295,39,207.5,437,785.83
ENSG00000144460,0,0,1,0,0,1,0,1,0,2,1,3,1,2,0,0,1,2,1,0,0,0,0
ENSG00000169047,208,175,286.43,171.2,25,428,387,469.5,491.12,1125.5,1011,1371.5,248,1012.5,430,488.5,321,883.64,719,211.5,173.5,473,451.33
ENSG00000144468,105.5,64.5,108,17,0,173,210.67,177,222.17,282.17,259.5,273.5,88,252,57,264,67,511,197.5,22,82,167.5,302.5
ENSG00000081052,74,78,107,15,3,329,253,335,235,490.83,406,271.09,118,379.5,43,211,53,189.5,61,10,38,78,90
ENSG00000169031,17,21,29,8,3.4,43,58,72,57,116,73,73,21,60,13,51,15,65,24,4,10.11,27,40.5
ENSG00000168958,1214.5,1120.17,1585.25,317.17,16.33,1559.33,1837,1615.33,1845.92,2769.67,2256.92,2458,835.17,1883.63,503.5,1776.67,582.27,4554.67,1763.33,204.17,667,1359,2030.83
ENSG00000168955,846,629,797,179,23,1050,1708.5,1664,2024,2237.25,1802,1640,631,1262,328,2763,863,2764.5,1360,156,252,667,960
ENSG00000173744,1445,1227,1857,422,34,2789,2762,2512,3108,3779,4001.83,4051,1414.5,3733.33,984,3659,1354,7096.5,2934,354.2,1079,2672,3769
ENSG00000042304,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000135917,49.67,38.5,46,16.5,0,116,114,125.17,137,324,296,286,36.5,138.5,58.5,123.5,47.5,183.67,126.67,15.5,40,85.67,121
ENSG00000115009,4,1,0,133,14,2,1,1,28,678,153,554,13,10,122,15,180,6,76,227,2,0,149
ENSG00000123977,8,2,5,4,4,9,8,10,9,40,21,28,5,16,4,16,7,23.19,10,3,1,4,16
ENSG00000153820,0,0,0,0,0,0,0,0,0,0.33,0,3,0,2,0,0,0,1,0,1.33,0,0,1.5
ENSG00000153823,14,6,8,6,2,9,7,4,10,23,18,27,6,34,10,20,7,35,20,4,5,12,23
ENSG00000187957,16.19,5.15,10,5,0,27.5,13,21,28.09,66.62,55.17,44.14,5.05,120.17,22.12,72.14,17,55.08,23,2,11,17.22,33
ENSG00000153827,264,345.5,600,178,18,1652,1507,1892,2083.58,1648.33,1749,2104,758,2651,405,2090,586,1572,642,241.53,410.33,948,2032.25
ENSG00000153832,20.83,24,28.5,9,0,24.5,29,35.17,53,73.17,80,62,32,47,13.5,51.17,22.5,119.5,47,11.5,17,50.5,64
ENSG00000163053,6.17,3.14,7.5,1,1,10,4,6,9.5,40.67,27.33,18.5,4,27,5,20.5,5,34,28.5,4,4.33,10,10
ENSG00000135899,21,24,36,6,15,98.5,73,109,209,349.33,66,100,102,112,18,95,90,77,41,106,31,52,406
ENSG00000079263,2,1,1.5,0,0,3.5,8.5,12.2,8.5,7,3.5,5,4.5,4.5,1.5,4,2,7,5,1,3,5.5,12
ENSG00000185404,7.5,13.5,10.5,1,0,23.5,40.5,54,46,60,28.5,30,26,38.5,11,36,9.5,37,20.5,7.5,12.5,28,75.5
ENSG00000067066,213.3,182.42,301.2,46.28,12.71,624,672.93,793.53,931.89,917.73,664.39,665.15,309.79,886.27,132.54,711.55,278.35,1097.29,446.26,140.17,220.22,507.85,1295.39
ENSG00000135932,262,208,362,77,6,604,716,669.5,780,707,763.5,846,322,781.5,172.5,956.5,356.5,1113.5,489.5,81.5,153,412,866
ENSG00000135916,609,579,801,114,6,910,1100,1189,1060,1592,1303,1054,587,1443,358,1062,274,2614,863,66,523,1024,1097
ENSG00000135898,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0.25
ENSG00000173699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204128,42,73,73,10,5,57,83,86,71,251,158,178,30,76,36,67,35,213,121,19.11,26,65,53
ENSG00000173692,759.5,700.5,1282,270.5,20,4296,3935.5,4560.5,4983.17,3007.7,4117,4057.5,1300.5,6266.28,763,4954,1235,3644,1474,155,1042,2508.75,4199
ENSG00000135914,1,0,3,2,1,3,2,1,2,17,12,13,3,21,2,12,1,3,6,1,1,1,0
ENSG00000135931,59.33,49,90.33,19,2,248.88,188.79,236.42,255.5,206.62,230.5,207.83,93.5,364.33,49.33,294,60,245,118.25,5,84.12,170,269.1
ENSG00000156966,41.5,6,17,20,1,39,19,39,28,144,80,76,33.5,101,40,68,32,164.5,111,21,16.33,30,56
ENSG00000115053,1426.6,1413.9,2726.77,947.92,228.57,8879.81,7959.8,10610.78,9641.33,7156.61,9023.9,10541.68,2956.65,11157.6,1236,10033.15,2594.83,4712.84,2475.75,790.95,1685.33,3597.09,9709.83
ENSG00000171596,0,0,0,0,0,0,0,0,1,1,1,36,1,0,0,0,1,0,1,0,0,0,2
ENSG00000177673,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000187514,2815.66,2660.08,3399.55,1153.55,84.9,5364.12,6031.39,6172.1,5486.51,11625.68,10384.46,9889.42,1910.68,4609.21,936.75,3070.85,903.07,14391.65,4369.12,623.42,2746.85,3708.05,4959.18
ENSG00000156973,196,192,247,71,1,190,240,192,255,425,252,293,162,345,114,314,110,756,296,37,104,238,382
ENSG00000144524,307,313,435,127,17,519,478.5,545,576,949,698,780,288,637,212,547,201,1543.67,602,93,226,580,748.2
ENSG00000163273,4,0,0.33,4,0,2,1,0,5,44.33,14,22,1,1,2,1,7,7,4,23,4,3,14
ENSG00000144535,54,64,89.5,47,8,197,178,268,294.5,300.75,292.5,246.53,103.5,377.33,60,254,63.5,221.67,125,34.92,78.5,167.5,337.33
ENSG00000163283,1,1.5,0.33,2.25,0,1.5,2,3,4.83,10.67,11.25,13.25,2.5,7.33,2.25,5.5,2.75,4,1.25,1.5,2.2,5.5,3.5
ENSG00000163286,0.5,0.5,1,0,0,0.5,0.5,1,2.33,10.17,5,12.58,2,4.83,1.25,5,4.75,3,1.25,5.5,0.2,0,4
ENSG00000163295,1,0,0,0,0,0.1,0,1,0.93,3.17,0.5,5.68,0,1.33,0.25,1.5,2.25,5,1.25,0,0,0.5,2
ENSG00000171551,3.5,0,1.59,2,1,0,0,0,0,9.5,6,5.5,0,11,1,6,1,13.5,2,2,0,0,0
ENSG00000237412,4,1,1,2,0,2,2,6,0,6,1,4,1,7,0,3,1,4,2,0,0,4,4
ENSG00000135902,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.07
ENSG00000196811,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000221944,8.57,5.45,7.18,13.56,2.39,10.88,23.34,19.43,32.96,62.41,66.1,98.9,14.39,29.63,11.6,22.38,22.73,48.19,38.94,16.47,3.74,19.45,29.99
ENSG00000135930,441.17,531.5,588.5,178,1,683.33,749,933.33,932,1354.67,1153,1287,336.33,1088.33,245.83,742,239,2016.67,778.5,98.5,345.33,677.67,1030.33
ENSG00000115468,20,18.5,23,3,0,49.5,35.5,37.5,32,59,50.5,42.25,24.5,39,7.5,38,9,134.5,28.5,4.5,19,40,41.5
ENSG00000204120,75.67,107.43,190.21,101,18.83,608.26,530.28,787.37,797.17,958.72,1043.56,1133.92,321.83,1002.34,182.92,561,175,358.91,198.58,99.75,118.42,226.59,802.83
ENSG00000115474,0,0,0,0,0,0,0,0,0,0.5,2,1,1,0,1,0,0.5,2,0.5,0.25,0,1,0
ENSG00000182600,97,244,259,48,15,92,133,169,193,467,349,303,74,137,55,56,30,566,344,58,101,246,198
ENSG00000066248,132.07,179.07,251,23,0,196.25,247,286,258.07,316.78,288.7,234.06,108.03,365,80,206,48,585.14,176.03,25.28,121.5,283,251.41
ENSG00000115488,0,0,0,0,0,0,0.33,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000168918,2,3,1,0,0.5,5.17,4.67,7,13,8.5,6.12,2,3,10,2.15,9,3,11,1.5,1,2,9,11
ENSG00000085978,273,319,451,143,28,755,840,1045,1004,1164,1311,1371,337,1054,274,992,428,1053,737,99,257,587,883
ENSG00000130561,0,0,0,0,0,0,0,0,0.5,0,2,1.83,0.5,1,0,1,0,0.5,0.5,1,0,0,0
ENSG00000077044,307.33,504.02,662.17,336,57.5,768.06,916.5,1284.4,1252.5,2277.5,1827.53,1806.28,750.5,1421,505.07,1062.26,458.12,1459.32,910.64,184,318.83,870,1267.5
ENSG00000085982,140.33,155,225.17,44.5,5.33,450.17,430.83,483.17,538.17,592.67,506.83,558.67,187,493.92,98,556.67,133.67,862.67,284.67,51,163.5,305,507.67
ENSG00000242366,5.27,3.75,3.32,1.5,0,6.62,12.23,10.45,12.77,10.58,8.17,9.18,4.98,23.03,4.15,19.27,8.07,15.42,11.57,0.53,1.85,4.23,9.05
ENSG00000242515,3.82,3.17,2.28,0,0,3.03,9.28,11.32,9.9,7.62,4.98,5.07,6.08,13.17,2.62,12.02,3.78,9.78,9.17,1.53,4.85,2.48,6.12
ENSG00000241119,15.05,13.9,28.58,4,0,27.95,81.03,80.82,86.72,45.63,37.92,35.47,39.88,60.83,18.1,82.23,23.48,61.15,41.23,3.58,9.85,28.82,39.78
ENSG00000244122,25.5,9.65,28.33,7.5,0,26.28,43.73,45.02,47.47,58.03,47.83,30.55,14.3,78.78,21.85,90.85,29.07,77.82,34.47,2.45,2.6,15.2,26.87
ENSG00000167165,4,2,12,0,0,10,28,44,43,17,13,20,9,38,2,30,9.5,22,20,2,6,15,17
ENSG00000240224,0.33,0.25,0.33,0,0,1.5,4.92,1,4.17,3,3.17,3.33,1.17,3.33,1.58,6.83,0.33,4.5,2.33,0.33,0.33,0.33,1.75
ENSG00000244474,0.33,0.25,0.83,0,0,1.83,3.75,3.5,5.5,1.33,1.67,2.83,0.67,2.17,1.08,3.17,1.67,3,1.33,0.33,0,0,1.42
ENSG00000243135,0.33,0.25,1,0,0,0.83,3.75,2,4.17,4.33,2.83,3,0,4.33,0.25,4,0.83,7,2.5,0,0.83,1.33,1.08
ENSG00000241635,0.33,4,2,2,0,8,7,9.5,8.06,9,16,25,3,26,7,26,11,28,16.5,3,3,7,3
ENSG00000185038,10,1,12,5,0,10,4.17,2,9,12,10.33,12.33,1,11.17,2,5,1,29.58,11,2,0,4.33,3
ENSG00000123485,627.83,898,1235.5,430.83,26,2275,2156,2921,2612,3603.2,4511,4171,771,3195,919,2486,1111,2793,2271.5,226,944,2039,2767.5
ENSG00000144481,0,3,4,0,0,4,0,5,3,3.14,5,5,2,3,0,3,1,11,3,0,2,1,5
ENSG00000072080,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000188042,570.5,611,923,359,23,608,791,913.5,833,2631,1735,2251,389,910,547,551,315,2540,1471,362,523,994,777
ENSG00000130147,261,209,345,121,13,444,419,496,602,1237,1020,1199,263,666.5,274,587,283,1213.2,701,144,225.2,583,795.2
ENSG00000157985,123.39,136.54,179.74,30.62,2,153.7,171.25,157.58,146.34,356.03,235.06,228.2,101.97,252.43,81.18,182.39,68.42,483.07,231.49,34.27,88.43,211.43,186.67
ENSG00000168505,42,36,74,41,2,33,29,51,57.5,265.33,177.83,207,39,91.75,58.5,35.5,24,220.33,149,30.5,60.5,121.5,111.5
ENSG00000182177,0,0,1,1,0,1,0,0,0,1,1,3,1,1,0,0,0,0,0,1,1,1,0.14
ENSG00000132321,0,0,0,0,0,0,0,0,0,0.5,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000144476,188,139,230.5,98.5,0,214,503,647,650.5,938.7,1030.5,873.5,227,778.81,473,472.5,333.5,324,423.5,34,93,206.5,135
ENSG00000198612,613.83,488.5,778.17,172.83,16.5,947.17,1159.67,1052.33,1158.5,1516.33,1194,1352,495.33,1162,377.42,1214.67,397.5,3515.75,1275.33,137.5,510.42,1219,1584.75
ENSG00000163359,0.5,0,0,0,0,5.5,2,3.2,7,3.5,1.5,1,5,5,0,2,1.11,3.5,1,0,0,1,3
ENSG00000115648,519,736,1028.5,268,53,2537,2317,3125,3256,3280.5,3844,3259,1190,3083,672,2666,1011,3013,1940,286,850,2137.5,2952.25
ENSG00000071677,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0
ENSG00000124839,1,1,0.09,2,2,3,2,0,1,3,2,1,0,0.33,0,0,0,0,1,0,0.33,0,1.83
ENSG00000124831,591.83,497.67,791.83,139.5,7,1716.33,1761.92,1974.67,2030.25,1904.83,2362.08,1963.28,546.75,2202.25,331.17,1641.42,503.58,2382.83,934.25,81,461,1092.92,1516.17
ENSG00000177483,0,0,1,2,0,0,0,0,0.08,1,0,0,1,3,0,0,0,2,0,0,0,0,0
ENSG00000132329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000184182,38,32,43.17,12,2.5,45,31.17,40.5,41.5,187.25,75.75,78.83,32.75,55.5,18.17,28.42,8.7,175.08,65.67,18.5,27.5,56.5,62
ENSG00000258984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132330,224,222,391,78,5,340,293.33,399,370,560.27,463.17,546.5,213.17,522.14,141,354,100,798,323,50,185,452,474
ENSG00000144488,1.5,0,0,0,0,1,0,0,2.17,5,4.25,5,1,0.5,1,1,2,6,1,4,0,0,0
ENSG00000168427,0,1,1.25,0,0,2,0,2,1,2.25,0,3,0,2,0,0,2,1,0,1,0,2,4
ENSG00000178752,33.2,44.5,50,2.5,1,39,33,43,77,135,72,91.5,32,60,32,48,15,149.5,49.5,7,23,87,87
ENSG00000132323,243,272,393,127,22,470,490,549,577,1054.33,959,817,260,837,223,549,214,1136,529,116,226,553,748
ENSG00000144485,61,99,131,29,11,48,57,57,53,236.5,145,165.8,71,100.2,63,42,16,151,57,42,30,83,60.33
ENSG00000132326,89.17,125,169.08,83,13,360,401,503.33,557.5,908,963.5,994.5,193,475.5,195,423.5,230.7,453.64,384,75,76.2,225.5,315
ENSG00000204104,78,74,113,34,9,173,211,221,205.5,272.25,243.5,277,70,240,55,184,73,356,117,26,61,143,168
ENSG00000065802,138,149,239,100,18,201,197,216,202,767.5,579,682,135,301,197,259,127,614,335,86,137,325,340
ENSG00000233608,95,136,173.5,29,0,105,109,120,138.5,335.33,243.33,291,90,162,91,91,37,373,210.5,41,68,192,187
ENSG00000068024,104,121,171,28,1,369,274.5,378.14,394,504.25,526,403,161.5,434,120.5,293.5,89.5,462.2,243.17,28,112,267.5,370.5
ENSG00000280260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000130414,448,501,809,140,20,1741,1581,2002,1832.5,1341,1649,1548,597,2440,325,2064,519,2282,881,92,511,1273,1782
ENSG00000182083,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0
ENSG00000221961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08
ENSG00000178586,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
ENSG00000172428,1109.83,1050.5,1451.83,576,30,547.83,617,642.5,728.83,2517.5,1490.17,1583.67,726.33,1054.33,373.17,748.17,274.17,2237.17,916.67,195,379.67,747.33,1105.5
ENSG00000178602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000063660,3070,2808,3913.5,633,32,3867.83,4424.5,4994.33,4432,9509,7967.5,6627.5,2145,5462,1740,3515,1184,11148.5,5189,436,2700,6395,4794.5
ENSG00000144504,31,38,50,42,5,40,18,49,53.67,207,137.67,136.67,31.5,70.33,25,53,23,113.5,64.75,21,26,49,62.5
ENSG00000188542,68,78,105,28,4,41,41,28,54,173,103,124,32,80,22,40,20,168,70,15,36,36,74
ENSG00000142327,209,156,201,75,9,131,145,146,119,507,300,284,114,276,107,167,52,657,175.5,34,104,215,213
ENSG00000142330,55,90,110,34,8,54,52,61,68,340,203.33,192,50,119,48,62.33,41,265,140,31,51,102,98
ENSG00000178623,4,0,0,0,2,0,1,3,0,19,8,10,4,5,3,5,2,3,8,9,0,2,0
ENSG00000185176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.92,1.25,0.5,0,2.5
ENSG00000184945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.92,1.25,0.5,0,2.5
ENSG00000130294,10,3,15,1,0,19,15.14,22.14,15.09,31.08,21.75,30.31,3,45.65,7,24.5,5.25,41.59,7.63,3.77,7.13,16.32,19.26
ENSG00000172482,2,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000172478,0,1,0.1,0,0,0.2,2,1,0,2,1,0,0,0,0,1,0,2.5,2,0,0,0,3
ENSG00000226321,2,0.5,0,0,0,0,2.67,1,1.75,2.83,1.5,2,0,0,0,1,0.2,2.33,1,0.2,0,0,1
ENSG00000162804,13.33,1,12,4.5,0.64,7,9,13,10,22.5,14,11,5,10,6,12,5,38,7,3,4.08,8,6.2
ENSG00000122085,140,155,184.67,88,5,304.67,291,341.5,363.53,665.5,611.5,639.17,156,424,132,347.58,177,701,375,64,131,294,377
ENSG00000115687,42,44,69,22,3,140,98,161,122,229.5,219.5,254,57,252.33,51,137.33,66,122,74.5,17.77,50,101.33,122
ENSG00000115685,460,442,606,120,10,1108,1122,1303.5,1290.25,1230,1301,1292.33,418,1459.33,299,1326,348,2363,911.5,84,420,888,1384.5
ENSG00000146205,26.5,21.5,21,8,1,13,13,15,11,43.5,24,28,17,28.5,12,9,3,59,25,3,10,25,22
ENSG00000115677,692.25,864.5,1450,206.5,48,3507.42,3190.5,4259.17,3599.17,2416.17,3141.5,2895.83,1427,5014.83,567,4107.5,964,3921.17,1218.17,198.5,957.2,2264.23,3105.67
ENSG00000168385,1575.37,1595.17,2429.17,404.42,29,4331.37,4486,5141.85,5162.62,4020.1,3984.3,4429.85,1831.83,6080.75,899.67,5443.7,1387.08,7995.93,2697.56,266.84,1515.33,3470.55,4877.75
ENSG00000006607,144.2,131,234.5,76,13,434,402,474,463,538,524,533,174,582,141,450.5,139.5,635.25,290,42.5,133,391,485
ENSG00000115694,291.25,327.5,390.33,124.33,10,376,350,397,425,894.25,653,584.5,263,585.5,158,378,123,1261,410.5,67,202,504,470
ENSG00000176720,75.1,116,143,61,5,64,94,99,110,303,224,276.6,101,204,116,81,47,240,153,17,61,126,101
ENSG00000176946,453,429,652,149,16,479,441,494,524,1197,965,1104,327,959,405,574,252,1599,872,105,315,769,701
ENSG00000168397,203,280.33,396,75,12,576,554,735.5,791,1002.33,901,844.5,297,887,237,760,265,1453,639,64.33,299,649,994
ENSG00000168393,1137.17,1136.12,1675.05,297.5,10,1256.53,1258,1283,1186.5,2690.13,1750.78,2170.87,819,2057,594.2,1465,481,3710.1,1398.67,125.03,647,1591.67,1635.1
ENSG00000168395,84.1,79,104,64,13.83,161,94,151,156,402.5,418,401,67,201,89,160.5,61.5,404,233.5,42,75,138.5,194
ENSG00000180902,57.25,68.75,106,40,4,121,100,167,108,317.92,211.5,195,66,232.25,64,109,49,228,106,29,63,131,159
ENSG00000154252,0,1,2,2,2,3,1,0,2,10,5.5,8,1,2,4,3,0,4,4,1.67,1,4,1
ENSG00000204099,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0
ENSG00000188389,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000188011,0,1,0.12,0,0,0,1,0,0,1.46,0.12,1,0,0.22,0,0,0,0,0,0,0.12,0.83,1.33
ENSG00000178591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000125788,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000088782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000185982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000125903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000186458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196476,95.5,105,168,47,19,167,207,211.5,244,306.5,241,244,93,337,70,240,75,429,161,34,106,195,349
ENSG00000247315,113,118.08,197,181,40,196,159,218,229,1432.67,1316,1442,137,385,302,225,292,411,595,255,70,217,315
ENSG00000177732,334,362.58,545.61,160.14,21,499.5,405.5,485.67,476.08,1701.17,1402.33,1567.57,296.12,908.29,455.83,455,234.64,1306.5,865.83,138.48,296.67,608.7,425.27
ENSG00000125841,323,316.25,382,75,4,363,260,344,347,633.5,437.17,535,230,875,319.25,520,153,1512,525,54,259.5,573.5,562
ENSG00000101255,349,319,439,137,5,422,255,313,473,1094.5,830,983.07,328,832,347,481,190,1567,804,123,307,776,903
ENSG00000125826,358,378,450,206,37,480,391,449,531,1846.67,1052.5,931.5,384,676,277,471,196,1641,595,201,247.5,522,838
ENSG00000125875,286,285,435,180,29,300,350,329,361,1096,752,912,217,573,289,465,216,1442,682,146.5,240,570,590
ENSG00000101266,375.83,367.83,560,165.17,14.5,1382,1250.58,1488.44,1432.67,1612.46,1799.75,1832.91,488.5,2156.78,429.42,1919.83,646.42,2355,1096.05,108.67,461,1085.67,1492.83
ENSG00000125878,0,1.5,0,0,0,0,0,0,0.33,0,0,1.58,0,0,0,0,0,1.14,0,0.14,0,0,0
ENSG00000271303,2507,3349.5,4160.25,1439,111,3005,2596.5,3237.62,2744.5,11039.5,7649,9311,1551,3053,2129,2470.5,1166.5,11104,6665,853,1624.5,4294.5,2725
ENSG00000270299,0,0,2,0,0,1,1,1,2,7,4,9,0,1,1,2,0,6,3,1,0,2,6
ENSG00000215397,0.33,0.5,0,0,0,1,0,0,0,0,0,1.22,0,0,1,0,0,0,0,2,0,1,0
ENSG00000101276,9,0,2,5,4,21,1,3,9,37,33,27,2,39,12,42,26,45,29,6.33,1,1,8
ENSG00000125898,57.5,62,69.5,44,3,65,43,41,68.5,224,169,188,47.5,227,110.5,85,41,169.5,141.5,15.5,49,115,104
ENSG00000101280,1,0,0,2,0,3,1,0,4,6,3,1,0,2,1,3,2,0,0,0.25,0,1,6
ENSG00000101282,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000125818,1488,1355,1966,357,17,1958,1933,2184,2199,2966.5,2704.33,3064,1174,3902,973,2650,845,8356.5,2670,299,1410,3232,3539
ENSG00000125895,18,13,24,8,0,4,17,24,17,63.03,60,34,14,41,17,10,12,42,45,10,8,21,20
ENSG00000215595,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000244588,2,4.5,1,4,1,2,1.5,6,5,15,5,3,5.5,4,5,1,0,9,4.5,3,1,4,12.5
ENSG00000101298,27,23,35,8,6,40,39,43,54,160,64,92,40,83.25,32,53,31,135,63.25,67,27,51,233
ENSG00000125775,0,0,1,2,0,4,2,2,3,12,7,4,1,7,0,1,1,4,4,0,2,1,4
ENSG00000274322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000088832,1996.89,1517.54,2185.85,308.4,19.67,1448.5,1542.72,1378.98,1645.31,3186.15,2118.39,2231.73,1092.24,2254.11,540.7,1568.2,462.9,5421.77,1583.82,200.18,819.75,1639.42,2049.8
ENSG00000088833,504.67,365.33,680.33,172,11,1393.46,1171.5,1269.33,1285.57,1257.92,1662.14,1566.92,485.33,2049,438.17,1705.83,519.83,2585.45,973.87,100.6,506,1236.64,1636.88
ENSG00000196209,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0.5,0,0,0,0,1
ENSG00000125900,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101307,139.67,118.11,192.39,34.5,6.83,132.38,216.81,167.98,186.48,349.87,269.21,251.89,106.44,271.43,106.78,160.63,64.52,492.57,237.65,26.5,94.83,161.04,170.44
